PassengerId,Survived,Pclass,Sex,Fare,Type,Title,Child,Family_Survival
1073,,1,male,83.1583,test,Mr,0,1.0
1074,,1,female,53.1,test,Mrs,0,0.0
1075,,3,male,7.75,test,Mr,0,0.5
1076,,1,female,247.5208,test,Mrs,0,1.0
1077,,2,male,16.0,test,Mr,0,0.5
1078,,2,female,21.0,test,Miss,0,0.5
1079,,3,male,8.05,test,Mr,1,0.5
1080,,3,female,69.55,test,Miss,1,0.0
1081,,2,male,13.0,test,Mr,0,0.5
1082,,2,male,26.0,test,Mr,0,1.0
1083,,1,male,26.0,test,Mr,0,0.5
1084,,3,male,14.5,test,Master,1,0.0
1085,,2,male,12.35,test,Mr,0,0.5
1086,,2,male,32.5,test,Master,1,1.0
1087,,3,male,7.8542,test,Mr,0,0.5
1088,,1,male,134.5,test,Master,1,1.0
1089,,3,female,7.775,test,Miss,0,0.5
1090,,2,male,10.5,test,Mr,0,0.5
1091,,3,female,8.1125,test,Mrs,0,0.5
1092,,3,female,15.5,test,Miss,1,0.0
1093,,3,male,14.4,test,Master,1,0.0
1094,,1,male,227.525,test,Military,0,1.0
1095,,2,female,26.0,test,Miss,1,1.0
1096,,2,male,10.5,test,Mr,0,0.5
1097,,1,male,25.7417,test,Mr,0,0.5
1098,,3,female,7.75,test,Miss,0,0.5
1099,,2,male,10.5,test,Mr,0,0.5
1100,,1,female,27.7208,test,Miss,0,0.5
1101,,3,male,7.8958,test,Mr,0,0.5
1102,,3,male,22.525,test,Mr,0,0.0
1103,,3,male,7.05,test,Mr,0,0.5
1104,,2,male,73.5,test,Mr,1,0.0
1105,,2,female,26.0,test,Mrs,0,0.5
1106,,3,female,7.775,test,Miss,0,0.5
1107,,1,male,42.5,test,Mr,0,0.5
1108,,3,female,7.8792,test,Miss,1,0.5
1109,,1,male,164.8667,test,Mr,0,1.0
1110,,1,female,211.5,test,Mrs,0,0.0
1111,,3,male,8.05,test,Mr,0,0.5
1112,,2,female,13.8583,test,Miss,0,0.5
1113,,3,male,8.05,test,Mr,0,0.5
1114,,2,female,10.5,test,Mrs,0,0.5
1115,,3,male,7.7958,test,Mr,0,0.5
1116,,1,female,27.4458,test,Mrs,0,0.5
1117,,3,female,15.2458,test,Mrs,0,1.0
1118,,3,male,7.7958,test,Mr,0,0.5
1119,,3,female,7.75,test,Miss,1,0.5
1120,,3,male,15.1,test,Mr,0,0.0
1121,,2,male,13.0,test,Mr,0,0.5
1122,,2,male,65.0,test,Mr,1,1.0
1123,,1,female,26.55,test,Miss,0,0.5
1124,,3,male,6.4958,test,Mr,0,0.5
1125,,3,male,7.8792,test,Mr,0,0.5
1126,,1,male,71.2833,test,Mr,0,1.0
1127,,3,male,7.8542,test,Mr,0,0.5
1128,,1,male,75.25,test,Mr,0,1.0
1129,,3,male,7.225,test,Mr,0,0.5
1130,,2,female,13.0,test,Miss,0,0.5
1131,,1,female,106.425,test,Mrs,0,1.0
1132,,1,female,27.7208,test,Mrs,0,0.5
1133,,2,female,30.0,test,Mrs,0,1.0
1134,,1,male,134.5,test,Mr,0,1.0
1135,,3,male,7.8875,test,Mr,0,0.5
1136,,3,male,23.45,test,Master,0,0.0
1137,,1,male,51.8625,test,Mr,0,1.0
1138,,2,female,21.0,test,Mrs,0,0.5
1139,,2,male,32.5,test,Mr,0,1.0
1140,,2,female,26.0,test,Mrs,0,0.0
1141,,3,female,14.4542,test,Mrs,0,0.5
1142,,2,female,27.75,test,Miss,1,1.0
1143,,3,male,7.925,test,Mr,0,0.5
1144,,1,male,136.7792,test,Mr,0,0.5
1145,,3,male,9.325,test,Mr,0,0.5
1146,,3,male,9.5,test,Mr,0,0.5
1147,,3,male,7.55,test,Mr,0,0.5
1148,,3,male,7.75,test,Mr,0,0.5
1149,,3,male,8.05,test,Mr,0,0.5
1150,,2,female,13.0,test,Miss,0,0.5
1151,,3,male,7.775,test,Mr,0,0.5
1152,,3,male,17.4,test,Mr,0,1.0
1153,,3,male,7.8542,test,Mr,0,0.5
1154,,2,female,23.0,test,Mrs,0,1.0
1155,,3,female,12.1833,test,Miss,1,0.5
1156,,2,male,12.7375,test,Mr,0,0.5
1157,,3,male,7.8958,test,Mr,0,0.5
1158,,1,male,0.0,test,Mr,0,0.5
1159,,3,male,7.55,test,Mr,0,0.5
1160,,3,female,8.05,test,Miss,1,0.5
1161,,3,male,8.6625,test,Mr,1,0.5
1162,,1,male,75.2417,test,Mr,0,0.5
1163,,3,male,7.75,test,Mr,0,0.5
1164,,1,female,136.7792,test,Mrs,0,0.5
1165,,3,female,15.5,test,Miss,1,0.0
1166,,3,male,7.225,test,Mr,0,0.5
1167,,2,female,26.0,test,Miss,0,0.0
1168,,2,male,10.5,test,Mr,0,0.5
1169,,2,male,26.0,test,Mr,0,1.0
1170,,2,male,21.0,test,Mr,0,0.5
1171,,2,male,10.5,test,Mr,0,0.5
1172,,3,female,8.6625,test,Miss,0,0.5
1173,,3,male,13.775,test,Master,1,0.5
1174,,3,female,7.75,test,Miss,1,0.5
1175,,3,female,15.2458,test,Miss,1,1.0
1176,,3,female,20.2125,test,Miss,1,0.0
1177,,3,male,7.25,test,Mr,0,0.5
1178,,3,male,7.25,test,Mr,0,0.5
1179,,1,male,82.2667,test,Mr,0,0.5
1180,,3,male,7.2292,test,Mr,0,0.5
1181,,3,male,8.05,test,Mr,0,0.5
1182,,1,male,39.6,test,Mr,0,0.5
1183,,3,female,6.95,test,Miss,0,0.5
1184,,3,male,7.2292,test,Mr,0,0.5
1185,,1,male,81.8583,test,Other,0,1.0
1186,,3,male,9.5,test,Mr,0,0.5
1187,,3,male,7.8958,test,Mr,0,0.5
1188,,2,female,41.5792,test,Miss,1,1.0
1189,,3,male,21.6792,test,Mr,0,0.0
1190,,1,male,45.5,test,Mr,0,0.5
1191,,3,male,7.8542,test,Mr,0,0.5
1192,,3,male,7.775,test,Mr,0,0.5
1193,,2,male,15.0458,test,Mr,0,0.5
1194,,2,male,21.0,test,Mr,0,0.5
1195,,3,male,8.6625,test,Mr,0,0.5
1196,,3,female,7.75,test,Miss,1,0.5
1197,,1,female,26.55,test,Mrs,0,0.5
1198,,1,male,151.55,test,Mr,0,1.0
1199,,3,male,9.35,test,Master,1,1.0
1200,,1,male,93.5,test,Mr,0,1.0
1201,,3,female,14.1083,test,Mrs,0,0.0
1202,,3,male,8.6625,test,Mr,0,0.5
1203,,3,male,7.225,test,Mr,0,0.5
1204,,3,male,7.575,test,Mr,0,0.5
1205,,3,female,7.75,test,Miss,0,0.5
1206,,1,female,135.6333,test,Mrs,0,1.0
1207,,3,female,7.7333,test,Miss,1,0.5
1208,,1,male,146.5208,test,Mr,0,1.0
1209,,2,male,10.5,test,Mr,0,0.5
1210,,3,male,7.8542,test,Mr,0,0.5
1211,,2,male,31.5,test,Mr,0,0.5
1212,,3,male,7.775,test,Mr,0,0.5
1213,,3,male,7.2292,test,Mr,0,0.5
1214,,2,male,13.0,test,Mr,0,0.5
1215,,1,male,26.55,test,Mr,0,0.5
1216,,1,female,211.3375,test,Miss,0,1.0
1217,,3,male,7.05,test,Mr,0,0.5
1218,,2,female,39.0,test,Miss,1,1.0
1219,,1,male,79.2,test,Mr,0,1.0
1220,,2,male,26.0,test,Mr,0,1.0
1221,,2,male,13.0,test,Mr,0,0.5
1222,,2,female,36.75,test,Mrs,0,1.0
1223,,1,male,29.7,test,Mr,0,0.5
1224,,3,male,7.225,test,Mr,0,0.5
1225,,3,female,15.7417,test,Mrs,0,1.0
1226,,3,male,7.8958,test,Mr,0,0.5
1227,,1,male,26.0,test,Mr,0,0.5
1228,,2,male,13.0,test,Mr,0,0.5
1229,,3,male,7.2292,test,Mr,0,0.5
1230,,2,male,31.5,test,Mr,0,0.5
1231,,3,male,7.2292,test,Master,0,0.5
1232,,2,male,10.5,test,Mr,0,0.5
1233,,3,male,7.5792,test,Mr,0,0.5
1234,,3,male,69.55,test,Mr,0,0.0
1235,,1,female,512.3292,test,Mrs,0,1.0
1236,,3,male,14.5,test,Master,0,0.0
1237,,3,female,7.65,test,Miss,1,0.5
1238,,2,male,13.0,test,Mr,0,0.5
1239,,3,female,7.2292,test,Mrs,0,0.5
1240,,2,male,13.5,test,Mr,0,0.5
1241,,2,female,21.0,test,Miss,0,1.0
1242,,1,female,63.3583,test,Mrs,0,1.0
1243,,2,male,10.5,test,Mr,0,0.5
1244,,2,male,73.5,test,Mr,0,0.0
1245,,2,male,65.0,test,Mr,0,1.0
1246,,3,female,20.575,test,Miss,1,1.0
1247,,1,male,26.0,test,Mr,0,0.5
1248,,1,female,51.4792,test,Mrs,0,1.0
1249,,3,male,7.8792,test,Mr,0,0.5
1250,,3,male,7.75,test,Mr,0,0.5
1251,,3,female,15.55,test,Mrs,0,0.0
1252,,3,male,69.55,test,Master,1,0.0
1253,,2,female,37.0042,test,Mrs,0,1.0
1254,,2,female,21.0,test,Mrs,0,0.5
1255,,3,male,8.6625,test,Mr,0,0.5
1256,,1,female,55.4417,test,Mrs,0,1.0
1257,,3,female,69.55,test,Mrs,0,0.0
1258,,3,male,14.4583,test,Mr,0,0.0
1259,,3,female,39.6875,test,Miss,0,0.0
1260,,1,female,59.4,test,Mrs,0,0.5
1261,,2,male,13.8583,test,Mr,0,0.5
1262,,2,male,11.5,test,Mr,0,0.5
1263,,1,female,134.5,test,Miss,0,1.0
1264,,1,male,0.0,test,Mr,0,0.0
1265,,2,male,13.0,test,Mr,0,0.5
1266,,1,female,81.8583,test,Mrs,0,1.0
1267,,1,female,262.375,test,Miss,0,1.0
1268,,3,female,8.6625,test,Miss,0,0.5
1269,,2,male,11.5,test,Mr,0,0.5
1270,,1,male,50.0,test,Mr,0,0.5
1271,,3,male,31.3875,test,Master,1,1.0
1272,,3,male,7.75,test,Mr,0,0.5
1273,,3,male,7.8792,test,Mr,0,0.5
1274,,3,female,14.5,test,Mrs,0,0.0
1275,,3,female,16.1,test,Mrs,0,0.0
1276,,2,male,12.875,test,Mr,0,0.5
1277,,2,female,65.0,test,Miss,0,1.0
1278,,3,male,7.775,test,Mr,0,0.5
1279,,2,male,13.0,test,Mr,0,0.5
1280,,3,male,7.75,test,Mr,0,0.5
1281,,3,male,21.075,test,Master,1,0.0
1282,,1,male,93.5,test,Mr,0,1.0
1283,,1,female,39.4,test,Mrs,0,1.0
1284,,3,male,20.25,test,Master,1,1.0
1285,,2,male,10.5,test,Mr,0,0.5
1286,,3,male,22.025,test,Mr,0,1.0
1287,,1,female,60.0,test,Mrs,0,0.5
1288,,3,male,7.25,test,Mr,0,0.5
1289,,1,female,79.2,test,Mrs,0,1.0
1290,,3,male,7.775,test,Mr,0,0.5
1291,,3,male,7.7333,test,Mr,0,0.5
1292,,1,female,164.8667,test,Miss,0,1.0
1293,,2,male,21.0,test,Mr,0,0.0
1294,,1,female,59.4,test,Miss,0,0.5
1295,,1,male,47.1,test,Mr,1,0.0
1296,,1,male,27.7208,test,Mr,0,0.5
1297,,2,male,13.8625,test,Mr,0,0.5
1298,,2,male,10.5,test,Mr,0,0.5
1299,,1,male,211.5,test,Mr,0,0.0
1300,,3,female,7.7208,test,Miss,1,0.5
1301,,3,female,13.775,test,Miss,1,0.5
1302,,3,female,7.75,test,Miss,1,0.5
1303,,1,female,90.0,test,Mrs,0,1.0
1304,,3,female,7.775,test,Miss,0,0.5
1305,,3,male,8.05,test,Mr,0,0.5
1306,,1,female,108.9,test,Royal,0,1.0
1307,,3,male,7.25,test,Mr,0,0.5
1308,,3,male,8.05,test,Mr,0,0.5
1309,,3,male,22.3583,test,Master,0,1.0
